100000 200000
27290 20107 450
55071 71326 557
55067 54178 54
94985 89420 189
36625 60480 271
37283 9367 413
85576 28146 47
64028 23151 48
37485 94302 364
49159 41460 933
66611 88271 4
55941 16043 969
68420 29751 460
45307 20462 457
85667 4901 216
87485 86237 418
53060 29518 816
17841 75438 896
29214 60562 360
13747 3636 383
87377 54319 106
9378 43205 622
17605 92400 795
20378 13590 185
24573 4014 333
34648 20010 587
49306 87187 670
62991 92485 506
69772 92477 230
15101 21922 520
6840 61358 505
60153 52656 875
34717 69977 656
21366 71788 835
37387 29516 382
87072 1651 508
53791 14109 843
63042 90862 620
64871 69987 214
11223 77635 262
30969 66112 556
42984 9819 736
77890 47461 520
77187 21918 622
3040 63883 534
30441 63049 930
53061 68588 30
92423 24553 145
89671 94951 89
72739 10771 207
49389 33213 673
90552 26804 973
69933 5941 811
10300 50185 495
1468 63580 323
17765 32864 579
86971 69541 684
10391 15604 234
94079 68059 378
20259 44887 503
20688 51411 124
79265 52230 878
17961 35558 712
77737 48674 158
25251 19256 609
45692 60086 450
41880 16627 586
37249 53549 577
59752 15400 266
57046 62426 229
57690 56011 401
13480 79368 167
88161 36438 20
87480 11621 846
25759 657 28
28137 99456 232
6817 15829 305
80103 57189 199
9593 78888 788
34648 60400 356
64109 43893 6
17871 11775 587
99420 33306 985
55543 67708 615
35875 83730 198
64309 79070 880
25397 44683 676
65563 71811 340
91219 53476 707
8628 41535 219
48688 8247 55
91525 82160 682
57034 3743 204
2735 33690 203
20468 98260 497
85764 48205 653
49214 95425 497
97884 74202 550
78347 13219 124
42823 17556 968
82296 51182 547
707 43046 330
52689 64849 417
52846 84982 300
5209 91335 58
71497 80541 532
83420 5060 13
16832 11404 356
84365 52337 420
96657 91806 915
42250 57879 37
371 97760 967
58992 30953 188
55756 73525 316
15048 39769 10
85410 70686 415
38202 48204 129
29837 21862 287
89663 22214 525
1707 9392 711
15493 98326 603
94455 50071 537
78796 1425 123
9762 58846 517
25907 45919 14
92761 99333 503
57959 85490 653
70215 54733 641
23007 70876 618
63274 54367 595
17162 32422 73
69742 13422 468
13461 21544 522
15619 38794 456
24631 86788 650
62142 47506 291
35476 59669 990
4734 942 908
3335 52101 509
82731 56436 123
50538 80860 368
93458 67531 220
47333 69751 991
67219 14863 478
60484 95090 222
60499 59855 411
58850 76329 861
29109 14244 190
74894 16214 742
86552 5318 608
74249 18773 655
34818 92708 985
68627 86501 305
63442 34107 909
28879 35250 444
91263 66902 231
11218 6652 476
64777 76593 319
32639 63898 841
57057 22035 849
66406 27606 675
94737 34413 872
13602 3564 398
2076 2090 722
95684 93592 274
29481 47809 297
41137 18102 750
71705 1745 304
88818 43285 579
78574 36268 143
28413 72646 941
39837 7072 827
44870 60964 792
16792 63787 57
28285 36458 1
60632 15821 159
98290 29423 170
58525 14896 248
7985 93352 20
80012 72233 569
71971 93834 816
62732 93428 209
33493 9762 514
69865 16721 324
21333 46974 435
200 38896 565
78784 90069 544
62779 29797 675
27866 52901 321
53107 24602 926
50896 77687 705
90756 16251 706
49051 77796 255
39372 38725 264
95431 14736 32
13526 78778 948
23107 62137 232
91868 55992 302
60473 95210 806
81183 52257 436
73136 97953 830
15410 70118 886
99851 55464 399
71707 50026 423
46686 66601 571
98837 24652 61
91219 51332 826
40514 60021 461
94377 88826 673
77173 69231 159
51325 50242 313
42641 97862 518
20673 68163 764
58112 31930 93
942 86645 98
78424 62959 777
24539 22379 8
12164 66720 193
66543 65944 341
14875 6516 191
86645 59757 9
15514 17286 10
38847 73865 876
99269 60952 935
199 98862 377
58845 27381 49
449 43276 5
4948 95848 631
51731 22075 514
2386 24440 247
22603 88323 214
18313 50621 102
75874 56788 778
95724 98026 917
53628 80855 434
56872 14070 322
95338 48221 105
28088 83226 703
18289 17782 405
77895 33971 434
39444 16144 254
59265 92852 620
54236 88203 520
98184 87862 487
32663 19821 1
76443 28191 950
83379 94683 476
59233 39520 49
90705 9917 240
36428 41469 667
95762 92638 220
46252 50245 653
61520 89876 16
875 62348 532
2114 57889 391
24928 13645 57
16447 35675 971
45280 17124 365
4202 26475 881
69880 95990 665
11113 61813 196
8578 67595 587
82068 49820 463
51398 38357 42
66503 73651 351
97382 45989 893
38961 91484 899
90839 14681 528
86357 54040 624
49498 57311 812
80484 17686 531
26393 66082 576
20911 48253 68
83123 44120 42
18572 80162 593
33770 46669 25
50754 25333 715
34749 71760 902
64853 54624 121
71845 31170 121
38254 70292 8
32411 98986 123
64450 74716 263
10232 46870 481
17522 94368 141
51258 79572 339
1600 15017 662
92355 57345 271
9980 50446 329
57406 66730 679
27635 45203 362
85096 23571 510
19902 24129 92
7008 7719 940
95897 33735 503
34457 58005 61
3994 28290 659
59365 85962 136
93860 67189 142
94477 80453 171
89886 78002 555
60004 84990 662
17466 85761 22
70898 87637 365
86370 24668 219
86576 89671 829
22444 73045 495
11599 33587 820
91834 66916 303
52060 15018 515
40883 81176 297
75152 22713 551
28373 82680 995
56907 31310 547
75343 44154 672
12537 46529 944
69742 50775 541
67731 80871 91
21634 16990 871
78532 75308 324
61028 16623 644
5868 24516 165
30226 63694 112
72355 19505 934
64266 25364 362
38888 90035 832
86548 66117 292
58232 99 979
25380 59300 19
14486 48733 181
40482 33821 537
72572 4735 968
78569 55839 120
28845 44619 407
39188 13695 540
34035 25280 550
8645 50554 679
76615 51002 328
49610 18545 787
55126 95199 916
94461 48068 81
18439 4050 755
18081 35875 674
36385 18096 503
18532 72273 56
67860 25778 108
39921 82415 949
66836 90209 636
95757 49873 180
34984 94664 392
56808 30621 145
25477 16551 134
29711 34220 69
42964 22545 45
3717 27430 849
1521 39829 539
83838 37758 117
65449 66640 286
56749 91479 748
61566 34920 319
99188 28208 927
91888 53063 328
55500 89830 918
73705 46794 209
2840 53314 117
17427 3522 236
17240 95304 625
13397 24412 400
80677 5449 772
96936 5108 71
20425 47658 909
49608 96484 429
94733 51288 826
520 46527 754
1590 85587 266
4659 93978 254
87739 82999 415
84560 29615 390
64955 84385 97
96979 49443 821
81364 81675 45
31121 59691 186
88910 82218 713
74664 36550 407
23052 38515 414
83875 13256 809
68088 73176 671
72753 22147 25
37880 30740 869
64308 58281 31
75193 21341 576
72847 66018 745
11174 83515 299
63221 96709 624
19464 78791 462
97359 899 811
35220 74615 654
33308 95290 334
97696 49688 58
87495 52051 844
1206 89538 478
49581 99905 964
37336 73922 608
35749 37131 808
29258 90334 497
30189 68313 67
34503 8615 29
78078 19568 946
54256 20717 750
85311 54159 371
58980 95257 460
67267 87709 15
98942 61091 795
24861 48649 889
33779 6898 640
78086 19583 604
86197 89129 361
35512 91631 76
67265 39751 350
43131 56684 16
20464 5625 809
20130 34806 734
31856 80451 354
74246 16330 741
67186 43197 992
54084 67697 744
1428 86137 486
28812 86678 906
70665 99489 791
61375 5551 961
44663 48689 318
53582 30134 640
95721 61829 400
13542 52983 656
53992 74097 738
88629 90597 685
97715 33199 310
41747 39578 173
56139 21156 211
33903 72028 280
52170 69007 898
47725 11607 863
207 8743 697
26641 52959 762
92895 81440 342
8890 12150 914
50246 62433 304
63222 25382 319
18182 42597 934
15918 65751 344
81106 76899 960
79436 47601 684
87848 66927 627
24776 99970 947
50311 62500 150
38570 521 306
8577 33961 24
7498 98062 847
67305 18387 620
73294 4204 781
46674 80151 44
38435 87328 543
35363 56406 744
30163 25509 907
29146 95953 700
72476 31065 832
22247 97179 790
12486 5734 764
69544 45877 681
96705 40441 212
74087 57444 744
79809 3019 94
70615 59112 442
87078 30649 588
28104 27068 394
92806 60313 368
1481 9529 721
12912 76217 206
41693 56581 695
56467 7037 981
94111 40372 569
4240 17392 893
10452 80310 12
67618 71966 408
18316 36606 18
39775 60836 912
25602 39383 759
63947 42399 379
18178 78042 911
92838 19944 13
62278 51659 174
62853 79937 463
30185 71599 741
29147 31760 1
85031 71724 302
87496 60537 310
63805 59844 887
21154 30427 771
48455 6507 173
75631 59096 432
70878 33235 767
15403 86127 501
13782 37358 11
2680 87715 165
25882 91800 133
32717 27099 852
70652 44822 75
49896 96089 964
16262 93269 841
45 95359 515
11698 19838 809
52194 88924 389
72303 44462 944
51422 93963 610
59847 24017 722
11428 19883 661
62093 86347 610
11593 22551 420
69328 55392 715
47129 60879 114
49685 8104 793
86087 29089 477
27373 96528 562
38549 70231 258
80312 42098 205
52378 40083 661
32315 2222 916
61066 1773 215
15801 53945 466
37398 22387 891
885 8492 857
5421 46142 229
88718 88152 19
84841 17347 764
39083 10673 62
86565 26821 540
19526 70826 572
79685 67775 906
81430 69850 265
18190 27024 321
27959 64944 170
58800 13149 857
80758 80544 179
70372 16523 362
5809 84006 418
8887 20576 363
57036 88883 815
25042 24560 163
50254 77221 110
75743 80474 366
78524 43017 858
52834 85316 576
83457 38089 935
44914 49348 536
22483 92514 650
44969 65896 565
55511 94423 837
18434 19261 28
69393 71426 280
27965 23044 187
59074 95293 167
73517 85615 530
91329 19540 102
70696 70758 53
46428 20887 194
84132 10681 970
14524 73000 449
42294 90952 830
67161 8205 619
384 840 804
79962 10862 791
71845 53990 422
57183 66703 482
58740 3164 276
50332 57514 341
4099 54396 581
29040 91087 825
2151 28467 915
60826 17272 563
6299 17162 338
7712 22440 312
77823 36866 518
47621 83558 572
4910 75535 333
52374 65710 443
35284 99451 806
65360 69723 274
92790 22458 85
307 39564 303
29783 14236 217
18201 48474 754
81140 94464 754
51365 19508 403
97489 73264 349
6529 81841 707
55339 31493 789
46692 99084 276
6398 72194 956
32211 893 598
61676 98245 333
93578 14689 174
90920 2017 586
23412 52329 985
79740 93969 280
44620 3087 307
27953 88368 779
18863 57763 257
57762 20623 881
63157 86002 268
50087 34738 374
3499 23663 374
52140 88137 72
86613 12960 781
4992 15437 114
19084 51751 688
24409 44833 46
43625 10235 414
67644 85244 406
19776 30827 116
90340 433 759
70741 95675 701
52179 41483 589
79192 54788 47
85127 79767 850
69782 3805 814
46397 66050 759
87124 78520 668
48918 44225 801
84171 57896 225
54413 38956 969
47902 3953 511
86902 70270 54
63998 38303 319
39950 29422 743
60252 36439 713
68409 65251 705
41268 13225 539
32415 67303 41
86092 84013 505
77073 75641 205
84151 98936 221
92779 53913 940
28933 8613 945
90758 82995 13
21927 21402 53
29575 41085 438
66776 1395 756
37124 64336 588
99292 75177 412
74232 46108 718
62081 76743 123
91901 43179 197
14694 51024 734
90593 20673 588
69946 82528 200
18536 29760 473
92241 17364 454
89550 57527 54
44105 11939 199
68922 45147 613
35794 93428 957
66555 18566 939
19923 15472 470
36220 49335 780
26703 144 295
51635 43665 513
55162 24454 63
89463 24762 398
83627 51490 552
76001 43087 131
33492 2189 711
24170 43759 904
21147 61262 68
93045 17887 391
1855 69603 605
77853 20323 655
73017 33451 909
79959 88281 617
70967 61494 107
17838 27684 3
94465 15192 879
59139 29731 116
7727 64791 302
34694 36687 257
11773 24603 503
31260 66568 214
84613 84507 92
55881 34253 353
49508 59271 352
54221 69958 212
59677 5276 875
58300 89133 770
47856 99012 102
49414 92425 768
19232 56290 623
41652 21380 398
73916 57187 912
24577 51609 318
25411 95453 554
63004 92429 105
51842 26094 841
46229 37382 675
73222 87403 792
20504 39032 688
33889 51196 360
97558 35520 396
67942 30043 609
39883 20191 441
77647 21600 488
42001 85172 752
53931 21906 56
49062 95232 779
12305 8928 430
83444 96308 443
75669 65774 64
4844 75060 869
85235 92854 730
13887 86522 422
44059 35187 499
94335 18205 591
11237 25920 564
72335 83211 151
4216 74471 996
19435 56254 558
66940 36771 873
30583 66031 782
98446 7385 241
81094 74780 536
40667 65225 531
84684 79055 363
24479 19675 463
39151 71366 203
43297 72584 786
73624 17388 221
7646 60276 421
17102 23031 448
29769 70922 566
54896 68223 196
47736 44902 921
26394 82519 559
93129 3760 631
22658 30194 281
92971 70580 983
82622 87364 170
270 15468 291
2817 74597 316
97002 31909 728
3846 50317 98
22914 62252 840
43792 44561 555
11763 94480 608
51443 75123 396
74246 61347 885
45999 37963 620
31172 50827 941
5212 93463 504
66855 95987 749
46425 44367 915
7498 50592 239
13399 12878 327
57711 43402 153
28600 24625 310
28598 77868 175
66526 44227 517
69430 27141 494
68347 61231 912
24 79046 84
3291 62086 146
75921 24339 669
99342 28514 106
57946 89793 681
51582 92856 300
79292 76352 528
60009 4779 465
77192 82913 525
87577 97260 898
1807 64574 799
16582 71332 983
99837 73928 641
78692 73620 586
11267 12711 277
84210 26700 257
42254 40959 760
72710 71925 155
95899 87358 818
59294 18006 358
25112 77762 902
1242 71500 302
9204 7398 36
78529 40467 252
99120 78655 255
83994 14617 561
45997 29144 197
36733 73307 143
58788 24718 32
29335 1522 969
13555 39370 791
38270 21305 931
12861 74203 909
72821 38729 273
27638 37874 818
2746 2476 161
38146 86122 880
39335 32544 900
28467 7362 228
13723 35614 356
60204 49968 823
72758 14699 490
58190 79179 537
77241 35712 318
98771 96276 156
68167 56289 190
79469 16667 871
41710 3673 840
63500 18828 478
71222 79687 666
14457 54933 496
27963 34826 99
26062 97547 782
52364 32337 261
20434 83276 989
88627 32990 215
39829 92750 352
91021 29493 509
40119 27169 97
77742 46396 669
95151 7629 718
90062 93858 340
24648 7551 560
89667 22601 309
84825 69113 518
53638 72783 461
41849 90367 491
83950 500 936
61267 20325 703
204 32574 146
10763 12528 681
48725 88506 534
32873 83933 905
51354 42541 7
87299 50636 287
72482 37948 891
9767 14781 473
68658 54186 755
58130 58283 664
80386 37354 3
35280 71424 126
95981 30894 316
60003 96329 901
14949 93361 667
52992 70067 884
80948 11650 849
77202 29276 994
70784 22659 635
31523 62549 796
78486 41678 224
71705 77588 528
1772 74385 303
9747 70011 281
83028 60726 427
91664 17449 526
95727 67961 477
30588 47039 189
21512 17585 795
53223 86833 874
89211 75970 357
99723 20820 253
75735 8522 746
6179 52443 773
56301 66217 963
71653 96294 501
39227 57389 972
11517 51650 281
68731 78244 572
53796 49283 507
50684 94030 935
36589 23534 4
94529 22869 632
26748 59872 339
6916 1408 954
1233 25562 321
9663 32881 108
20185 4044 327
2921 37173 968
36734 26656 441
91528 58040 452
20931 39584 501
82370 76031 272
63412 47124 590
51664 27857 481
38145 58328 693
73784 34953 436
70272 26928 175
97371 32142 536
45169 84713 564
13274 52193 59
80014 62809 662
61472 83272 95
78215 526 869
16176 92408 163
95698 93849 675
89846 98100 505
10115 48834 792
45043 45507 421
60581 80439 59
71177 71002 333
35295 68719 296
77124 22667 24
90617 44886 292
25389 11669 486
67721 56303 708
87295 38998 394
91869 51283 136
64325 36529 185
53249 79831 637
88463 68463 882
30318 91197 465
68594 71001 619
45367 53704 837
76064 39371 462
96291 32366 147
93503 99900 155
70766 48685 801
75442 47066 171
85625 90751 351
58453 39046 511
99740 93988 384
4461 45651 754
11171 96174 20
8650 5563 629
74949 58082 280
87021 31873 705
79998 65024 645
91869 63755 150
97438 73655 846
54639 6509 563
85611 4782 264
26097 13461 698
75030 23823 153
73147 22771 9
41730 80130 632
97818 69064 718
65553 26024 879
90165 3668 146
9347 44899 570
59731 72752 787
59104 10890 213
1651 10765 46
43183 33697 78
82666 12533 448
73485 26429 646
83854 39924 294
42248 52444 286
28598 12649 133
3014 42390 380
86143 25267 248
69564 34446 687
26405 42950 946
6578 23014 347
11434 87664 885
5971 70555 664
8672 40103 98
99277 52322 993
78350 4728 214
5323 54759 297
48160 27319 13
66475 30901 70
17390 88393 272
66839 27755 758
62343 20831 181
54086 3650 639
70360 28810 581
93162 16928 346
28996 2986 728
19810 3313 361
82634 32326 718
69437 17529 882
1993 25511 988
75591 96964 168
55249 988 806
56887 71582 908
65183 5870 290
27389 16991 809
3905 87174 671
84235 90611 325
44158 14078 26
41495 52716 25
85482 78087 599
37210 13983 839
83447 1808 24
18858 15113 72
73562 19150 200
84440 73959 846
10900 18960 552
86662 91354 56
38124 81900 396
39606 927 271
58362 69885 531
57467 98625 794
11010 3815 461
47183 45539 686
68416 22838 603
60079 37534 664
47957 65686 250
68220 39485 357
32955 71424 433
34679 81256 856
40715 24429 856
22456 26238 845
80015 65347 579
49739 30561 247
66292 51853 695
21142 31263 234
58746 85171 60
87425 95038 101
34999 86297 1
50822 73807 553
31680 54144 991
92989 13635 906
81449 87198 545
97244 47302 349
33096 41765 458
41395 54724 801
42102 84901 869
29727 55 936
97715 52794 51
29437 1276 66
83092 54553 756
46055 97944 844
84416 96565 381
63461 92791 240
12352 15691 732
17488 2767 977
47319 94083 219
21075 72187 882
335 74758 126
90290 93800 630
37535 58190 293
90491 82008 259
12592 37771 9
73281 89950 809
4400 93973 488
79291 19227 91
90742 34210 643
38287 51797 709
35413 94008 896
38062 14055 830
56416 45701 209
92451 7019 119
9422 71190 291
74472 95407 30
80216 70998 307
47163 10006 724
49934 69863 748
93153 64822 326
63544 69285 213
30199 35420 241
71629 19580 20
75643 96839 332
75426 72516 740
85106 84818 17
8731 64925 100
86674 16497 683
60235 39944 511
2895 27228 221
36488 45339 888
24380 54460 2
91350 21053 729
7538 8543 606
38223 31394 27
12480 88994 924
53543 97502 925
18042 22971 234
36015 24757 954
38809 36922 496
55481 22337 162
87591 85171 797
49849 56822 223
23484 3907 474
6303 68122 930
92413 16525 948
698 94162 460
90892 29977 813
31122 28232 50
57570 16343 166
80469 31082 330
21251 21682 782
39548 38379 103
22052 62723 262
89837 11293 437
11720 91827 761
40561 76961 68
42361 97310 865
10583 42130 827
40711 43433 145
99041 98346 320
87561 58308 322
27567 85721 649
82282 7936 54
35712 17214 632
58360 86408 851
5308 60832 402
66938 57445 418
39973 63780 2
33817 29518 675
26734 78676 180
98748 33374 458
95059 99281 517
38642 80535 68
8683 27877 483
21937 50837 901
44273 87812 344
62714 66593 29
38401 19649 547
54765 24647 268
30181 30560 649
47777 19426 263
39693 74990 902
27068 64134 530
52246 1343 542
50707 33293 288
81147 11460 171
